platform,komentar,clean,stopword,stemming
YouTube,"Ku jelasin sini walaupun udah telat. Mungkin lu gak banyak kenal karena gak terlalu ngikutin komika/komedian. It's oke sama kek orang yg gak ngikutin film juga gak hafal sama aktornya. 
Jadi film ini muncul dari podcast Agak Laen (podcast Agak Laen sudah berdiri jauh sebelum film ini diumumkan). Makanya main cast-nya 4 orang itu karena memang mereka anggota podcast Agak Laen. Film ini digarap di PH Imajinari (punyanya Koh Ernest) which is dia juga komika. Film ini dari awal mau dibikin komedi, jadi nyari pemain-pemainnya rata-rata komika semua, bahkan sutradaranya pun komika. Kalau mau cari tau coba telusuri sosmed masing-masing castnya. Mereka semua udah komika papan atas","ku jelasin sini walaupun udah telat mungkin lu gak banyak kenal karena gak terlalu ngikutin komikakomedian its oke sama kek orang yg gak ngikutin film juga gak hafal sama aktornya 
jadi film ini muncul dari podcast agak laen podcast agak laen sudah berdiri jauh sebelum film ini diumumkan makanya main castnya  orang itu karena memang mereka anggota podcast agak laen film ini digarap di ph imajinari punyanya koh ernest which is dia juga komika film ini dari awal mau dibikin komedi jadi nyari pemainpemainnya ratarata komika semua bahkan sutradaranya pun komika kalau mau cari tau coba telusuri sosmed masingmasing castnya mereka semua udah komika papan atas",ku jelasin udah telat lu gak kenal gak ngikutin komikakomedian its oke kek orang yg gak ngikutin film gak hafal aktornya film muncul podcast laen podcast laen berdiri film diumumkan main castnya orang anggota podcast laen film digarap ph imajinari punyanya koh ernest which is komika film dibikin komedi nyari pemainpemainnya ratarata komika sutradaranya komika cari tau coba telusuri sosmed masingmasing castnya udah komika papan,ku jelasin udah telat lu gak kenal gak ngikutin komikakomedian its oke kek orang yg gak ngikutin film gak hafal aktor film muncul podcast laen podcast laen diri film umum main castnya orang anggota podcast laen film garap ph imajinari punya koh ernest which is komika film bikin komedi nyari pemainpemainnya ratarata komika sutradara komika cari tau coba telusur sosmed masingmasing castnya udah komika papan
YouTube,Waduu bisa bisa klo sambutan nya bagus bisa bisa di remake ma Hollywood,waduu bisa bisa klo sambutan nya bagus bisa bisa di remake ma hollywood,waduu klo sambutan nya bagus remake ma hollywood,waduu klo sambut nya bagus remake ma hollywood
YouTube,"Ini film kocak bgt, awal nya gue ga tertarik. Tp pas gue coba filmnya gue ngakak dr awal sampai akhir",ini film kocak bgt awal nya gue ga tertarik tp pas gue coba filmnya gue ngakak dr awal sampai akhir,film kocak bgt nya gue ga tertarik tp pas gue coba filmnya gue ngakak dr,film kocak bgt nya gue ga tarik tp pas gue coba film gue ngakak dr
YouTube,Saya baru saja lihat memang movie nya lucu 😂 dan terbaik ❤,saya baru saja lihat memang movie nya lucu  dan terbaik ,lihat movie nya lucu terbaik,lihat movie nya lucu baik
YouTube,Gw udah nonton seruuu bgt,gw udah nonton seruuu bgt,gw udah nonton seruuu bgt,gw udah nonton seruuu bgt
YouTube,Angin apa yg bisa buka kursi Lipat 😂 angin duduk ya kan 😂,angin apa yg bisa buka kursi lipat  angin duduk ya kan ,angin yg buka kursi lipat angin duduk ya,angin yg buka kursi lipat angin duduk ya
YouTube,Angin duduk.. Bangke lah..🤣🤣,angin duduk bangke lah,angin duduk bangke,angin duduk bangke
YouTube,Aku dari Malaysia udah tgk ceritanya mmg lucu banget😂. Sakit perut ketawa dlm panggung😂. 10/10👍🏻,aku dari malaysia udah tgk ceritanya mmg lucu banget sakit perut ketawa dlm panggung ,malaysia udah tgk ceritanya mmg lucu banget sakit perut ketawa dlm panggung,malaysia udah tgk cerita mmg lucu banget sakit perut ketawa dlm panggung
YouTube,"review jujur dari gue dari malaysia. 10000/10.. saya udah nonton semalam. plot twist yg menarik, jalan cerita tk bosan, lawak tak hambar, lagi excited mahu menunggu apa jadi. memang keren banget.. salam dari malaysia..",review jujur dari gue dari malaysia  saya udah nonton semalam plot twist yg menarik jalan cerita tk bosan lawak tak hambar lagi excited mahu menunggu apa jadi memang keren banget salam dari malaysia,review jujur gue malaysia udah nonton semalam plot twist yg menarik jalan cerita tk bosan lawak hambar excited mahu menunggu keren banget salam malaysia,review jujur gue malaysia udah nonton malam plot twist yg tarik jalan cerita tk bosan lawak hambar excited mahu tunggu keren banget salam malaysia
YouTube,Kok bisa begini lucu banget😂😂,kok bisa begini lucu banget,lucu banget,lucu banget
YouTube,Jadi nya uda brp juta yg nonton. Kmren aku hbs nonton. Ya gitu agak laen emng.. Sampe mikir ini joke nya buat angktn gen brp gtuu. (?),jadi nya uda brp juta yg nonton kmren aku hbs nonton ya gitu agak laen emng sampe mikir ini joke nya buat angktn gen brp gtuu ,nya uda brp juta yg nonton kmren hbs nonton ya gitu laen emng sampe mikir joke nya angktn gen brp gtuu,nya uda brp juta yg nonton kmren hbs nonton ya gitu laen emng sampe mikir joke nya angktn gen brp gtuu
YouTube,Film komedi Indonesia yg paling Lucu yg pernah gw tonton 👍🏻,film komedi indonesia yg paling lucu yg pernah gw tonton ,film komedi indonesia yg lucu yg gw tonton,film komedi indonesia yg lucu yg gw tonton
YouTube,Fileeemmm nya kereeennn..🎉🎉🎉,fileeemmm nya kereeennn,fileeemmm nya kereeennn,fileeemmm nya kereeennn
YouTube,Plis ini yg legal nonton dimana.yaahhh ga sempat ke bioskop aku loh😢😢,plis ini yg legal nonton dimanayaahhh ga sempat ke bioskop aku loh,plis yg legal nonton dimanayaahhh ga bioskop loh,plis yg legal nonton dimanayaahhh ga bioskop loh
YouTube,aku udah nonton...tp kesan horornya tipis bngt gak kerasa .pdhl.mskpn film komedi horor ny hrs ttp ada..malah jd kyk nonton drama  biasa aj. sy pernah nonton horor komedi jg yg menceritakan ttg seorng penulis novel yg dibantu hantu utk menceritakan kisah nya knp sampe meninggal..suer lucu bngt tp horor nya ttp kerasa serem serem nya ttp ada...nah di film agak lain kurang greget klo menurut saya.,aku udah nontontp kesan horornya tipis bngt gak kerasa pdhlmskpn film komedi horor ny hrs ttp adamalah jd kyk nonton drama  biasa aj sy pernah nonton horor komedi jg yg menceritakan ttg seorng penulis novel yg dibantu hantu utk menceritakan kisah nya knp sampe meninggalsuer lucu bngt tp horor nya ttp kerasa serem serem nya ttp adanah di film agak lain kurang greget klo menurut saya,udah nontontp kesan horornya tipis bngt gak kerasa pdhlmskpn film komedi horor ny hrs ttp adamalah jd kyk nonton drama aj sy nonton horor komedi jg yg menceritakan ttg seorng penulis novel yg dibantu hantu utk menceritakan kisah nya knp sampe meninggalsuer lucu bngt tp horor nya ttp kerasa serem serem nya ttp adanah film greget klo,udah nontontp kesan horor tipis bngt gak rasa pdhlmskpn film komedi horor ny hrs ttp adamalah jd kyk nonton drama aj sy nonton horor komedi jg yg cerita ttg seorng tulis novel yg bantu hantu utk cerita kisah nya knp sampe meninggalsuer lucu bngt tp horor nya ttp rasa rem rem nya ttp adanah film greget klo
YouTube,Kisah cinta marlina dan bg tohar bisa tu,kisah cinta marlina dan bg tohar bisa tu,kisah cinta marlina bg tohar tu,kisah cinta marlina bg tohar tu
YouTube,"AMPE SEKARANG PUN MASIH LUCU NIH FILM, HERAN BANGET DEH 🤣🤣🤣",ampe sekarang pun masih lucu nih film heran banget deh ,ampe lucu nih film heran banget deh,ampe lucu nih film heran banget deh
YouTube,"Habis nonton malem ini. Nggak nyangka akan sebagus ini. Ada komedi dan dramanya juga. Plus bonus blooper di akhirnya wkwkw.

Agak Laen emang. Terus berkarya 🎉","habis nonton malem ini nggak nyangka akan sebagus ini ada komedi dan dramanya juga plus bonus blooper di akhirnya wkwkw

agak laen emang terus berkarya ",habis nonton malem nggak nyangka sebagus komedi dramanya plus bonus blooper wkwkw laen emang berkarya,habis nonton malem nggak nyangka bagus komedi drama plus bonus blooper wkwkw laen emang karya
YouTube,Tetap stayhaLaL yak teman-teman,tetap stayhalal yak temanteman,stayhalal yak temanteman,stayhalal yak temanteman
YouTube,"Pngn bgt nonton ini abang²
Tp dalam dana blm bisa😔","pngn bgt nonton ini abang
tp dalam dana blm bisa",pngn bgt nonton abang tp dana blm,pngn bgt nonton abang tp dana blm
YouTube,Mantab,mantab,mantab,mantab
YouTube,"Kocak Nopek bilang ""Cuuuk Setanne Batak TOK!"" Joke rasis yg dapat diterima wkwkwk",kocak nopek bilang cuuuk setanne batak tok joke rasis yg dapat diterima wkwkwk,kocak nopek bilang cuuuk setanne batak tok joke rasis yg diterima wkwkwk,kocak nopek bilang cuuuk setanne batak tok joke ras yg terima wkwkwk
YouTube,Mantaabbb. sempat pesimis tkutnya jokes2 nya ga relate sama penonton malaysia.,mantaabbb sempat pesimis tkutnya jokes nya ga relate sama penonton malaysia,mantaabbb pesimis tkutnya jokes nya ga relate penonton malaysia,mantaabbb pesimis tkutnya jokes nya ga relate tonton malaysia
YouTube,​ @Mainan_abangIlham relate bro menarik filem nya, mainanabangilham relate bro menarik filem nya,mainanabangilham relate bro menarik filem nya,mainanabangilham relate bro tarik filem nya
YouTube,"Jgn risau lah,orang malaysia sekarang lagi bnyak yg suka tengok komedi2 dari indonesia,acara komedi di malaysia skrg sudah garing,jadi org2 dimalaysia memang suka acara lawak dri indonesia​ @Mainan_abangIlham ",jgn risau lahorang malaysia sekarang lagi bnyak yg suka tengok komedi dari indonesiaacara komedi di malaysia skrg sudah garingjadi org dimalaysia memang suka acara lawak dri indonesia mainanabangilham ,jgn risau lahorang malaysia bnyak yg suka tengok komedi indonesiaacara komedi malaysia skrg garingjadi org dimalaysia suka acara lawak dri indonesia mainanabangilham,jgn risau lahorang malaysia bnyak yg suka tengok komedi indonesiaacara komedi malaysia skrg garingjadi org dimalaysia suka acara lawak dri indonesia mainanabangilham
YouTube,"​ @Mainan_abangIlham  aku dari Malaysia, sumpah setiap detik bikin ngakak mulu, ngak ada seremnya 😂 ya wajar ini film horror komedi, aku rate 1000/10, nice banget 👍👍🤩", mainanabangilham  aku dari malaysia sumpah setiap detik bikin ngakak mulu ngak ada seremnya  ya wajar ini film horror komedi aku rate  nice banget ,mainanabangilham malaysia sumpah detik bikin ngakak mulu ngak seremnya ya wajar film horror komedi rate nice banget,mainanabangilham malaysia sumpah detik bikin ngakak mulu ngak rem ya wajar film horror komedi rate nice banget
YouTube,Maju terus bro,maju terus bro,maju bro,maju bro
YouTube,Kocak yak..,kocak yak,kocak yak,kocak yak
YouTube,Jangan berlebihan,jangan berlebihan,,
YouTube,Tengok kt mne,tengok kt mne,tengok kt mne,tengok kt mne
YouTube,masih ada d bioskop. aku smalem br nntn,masih ada d bioskop aku smalem br nntn,d bioskop smalem br nntn,d bioskop smalem br nntn
YouTube,"Jegel (?) juga langsung bilang ""dasar orang Jawa"". Aku yg Jawa ikut ketawa kok 😂. Please, make more racist jokes! (In a good way)",jegel  juga langsung bilang dasar orang jawa aku yg jawa ikut ketawa kok  please make more racist jokes in a good way,jegel langsung bilang dasar orang jawa yg jawa ketawa please make more racist jokes in a good way,jegel langsung bilang dasar orang jawa yg jawa ketawa please make more racist jokes in a good way
YouTube,agak laen part 2 yokk,agak laen part  yokk,laen part yokk,laen part yokk
YouTube,Aq sdh nonton 🤣🤣🤣,aq sdh nonton ,aq sdh nonton,aq sdh nonton
YouTube,Bila di Malaysia ni keluar 😭,bila di malaysia ni keluar ,malaysia ni,malaysia ni
YouTube,"sudah laama tidak menonton film komedi se ngakak ini 😂 , ditunggu part 2 ato sejenisnya",sudah laama tidak menonton film komedi se ngakak ini   ditunggu part  ato sejenisnya,laama menonton film komedi ngakak ditunggu part ato sejenisnya,laama tonton film komedi ngakak tunggu part ato jenis
YouTube,Gw dah nonton seruu banget ada adegan agak agak horor trus komedinya ngakak abis! Pokoknya rekomendid bgt!!,gw dah nonton seruu banget ada adegan agak agak horor trus komedinya ngakak abis pokoknya rekomendid bgt,gw dah nonton seruu banget adegan horor trus komedinya ngakak abis pokoknya rekomendid bgt,gw dah nonton seruu banget adegan horor trus komedi ngakak abis pokok rekomendid bgt
YouTube,"Ada Arie kriting,ga jadi deh liat",ada arie kritingga jadi deh liat,arie kritingga deh liat,arie kritingga deh liat
YouTube,wehhh udah nonton bagus kali film nyaa g cuma comedy aja smua nya dapat I LOVE FILM ini!!!!!!!!:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:🤗🤗🤭🤭,wehhh udah nonton bagus kali film nyaa g cuma comedy aja smua nya dapat i love film inifacebluesmilingfacebluesmilingfacebluesmilingfacebluesmiling,wehhh udah nonton bagus kali film nyaa g comedy aja smua nya i love film inifacebluesmilingfacebluesmilingfacebluesmilingfacebluesmiling,wehhh udah nonton bagus kali film nyaa g comedy aja smua nya i love film inifacebluesmilingfacebluesmilingfacebluesmilingfacebluesmiling
YouTube,baru trailer aja gw udh ktawa 😆😆😆,baru trailer aja gw udh ktawa ,trailer aja gw udh ktawa,trailer aja gw udh ktawa
YouTube,"Emang agak laen nih film, kocak bangetttt",emang agak laen nih film kocak bangetttt,emang laen nih film kocak bangetttt,emang laen nih film kocak bangetttt
YouTube,"sumpah, sampe 3 kali nonton, lucu abis, keren parah ni film 🤣",sumpah sampe  kali nonton lucu abis keren parah ni film ,sumpah sampe kali nonton lucu abis keren parah ni film,sumpah sampe kali nonton lucu abis keren parah ni film
YouTube,Sumpah lucu banget. Ngakak Sampe kena vertigo njirr,sumpah lucu banget ngakak sampe kena vertigo njirr,sumpah lucu banget ngakak sampe kena vertigo njirr,sumpah lucu banget ngakak sampe kena vertigo njirr
YouTube,"Masih bertahan di bioskop Indonesia sampai saat ini 😂
Gw baru nonton semalam karena penasaran 😅
Beruntung gw nonton nya. Kagak rugi 🤣","masih bertahan di bioskop indonesia sampai saat ini 
gw baru nonton semalam karena penasaran 
beruntung gw nonton nya kagak rugi ",bertahan bioskop indonesia gw nonton semalam penasaran beruntung gw nonton nya kagak rugi,tahan bioskop indonesia gw nonton malam penasaran untung gw nonton nya kagak rugi
YouTube,Kalo bisa ini film ini berkelanjutan. Grup lawakny berempat ini.. utk penerus film dono. Di tungggu film berikutny,kalo bisa ini film ini berkelanjutan grup lawakny berempat ini utk penerus film dono di tungggu film berikutny,kalo film berkelanjutan grup lawakny berempat utk penerus film dono tungggu film berikutny,kalo film lanjut grup lawakny empat utk terus film dono tungggu film berikutny
YouTube,10 juta penonton, juta penonton,juta penonton,juta tonton
YouTube,Dari awal smpe habis tertwa terpingkal2,dari awal smpe habis tertwa terpingkal,smpe habis tertwa terpingkal,smpe habis tertwa pingkal
YouTube,10/10!!!!!,,,
YouTube,"Buat season 2 nya dong min, lucu parah😂",buat season  nya dong min lucu parah,season nya min lucu parah,season nya min lucu parah
YouTube,"Barusan balik dari bioskop. Tolooong bgt ini mah bisa kali 10 jt penonton bisaa yok bisaa. Makasih banyak buat semua yg terlibat di film keren ini. Kalian bikin ""me time"" mamak anak 2 ini jadi bener2 bahagiaa 🤣🤣🤣❤️",barusan balik dari bioskop tolooong bgt ini mah bisa kali  jt penonton bisaa yok bisaa makasih banyak buat semua yg terlibat di film keren ini kalian bikin me time mamak anak  ini jadi bener bahagiaa ,barusan bioskop tolooong bgt mah kali jt penonton bisaa yok bisaa makasih yg terlibat film keren bikin me time mamak anak bener bahagiaa,barusan bioskop tolooong bgt mah kali jt tonton bisaa yok bisaa makasih yg libat film keren bikin me time mamak anak bener bahagiaa
YouTube,Mas-mas Jamet : Cok! Setan e mBatak Kabeh  :D :D,masmas jamet  cok setan e mbatak kabeh  d d,masmas jamet cok setan e mbatak kabeh d d,masmas jamet cok setan e mbatak kabeh d d
YouTube,Udah nonton kocak abis😂😂,udah nonton kocak abis,udah nonton kocak abis,udah nonton kocak abis
YouTube,7 march di tgv, march di tgv,march tgv,march tgv
YouTube,Eh? Rilis di Malaysia juga?,eh rilis di malaysia juga,eh rilis malaysia,eh rilis malaysia
YouTube, @GalluZ  iya. Setiap minggu pasti ada 1 atau 2 movie indo yg di selit., galluz  iya setiap minggu pasti ada  atau  movie indo yg di selit,galluz iya minggu movie indo yg selit,galluz iya minggu movie indo yg selit
YouTube,​ @GalluZ  yoi Malay dan Brunei, galluz  yoi malay dan brunei,galluz yoi malay brunei,galluz yoi malay brunei
YouTube,Start harini. Semua movie baru selalunya keluar hari Khamis sampai 1 2 minggu,start harini semua movie baru selalunya keluar hari khamis sampai   minggu,start harini movie selalunya khamis minggu,start harini movie selalu khamis minggu
YouTube,Tentang apa sih filmnya? Soalnya aku nga suka horor,tentang apa sih filmnya soalnya aku nga suka horor,sih filmnya nga suka horor,sih film nga suka horor
YouTube, @sitiarofah1380  horor komedi kak. Ada 4 orang yg kelola rumah hantu gt. Bukan yg serem gimana kok. Lebih prefer ke kocaknya 😁, sitiarofah  horor komedi kak ada  orang yg kelola rumah hantu gt bukan yg serem gimana kok lebih prefer ke kocaknya ,sitiarofah horor komedi kak orang yg kelola rumah hantu gt yg serem gimana prefer kocaknya,sitiarofah horor komedi kak orang yg kelola rumah hantu gt yg rem gimana prefer kocak
